,,count,surf_min,surf_max,surf_mean,surf_std,price_min,price_max,price_mean,price_std,pm2_min,pm2_max,pm2_mean,pm2_std
PARQUE AVELLANEDA,house,6,161.0,447.0,248.16666666666666,92.86265246169862,160000.0,470000.0,269666.6666666667,107612.98971571952,837.696335078534,1428.5714285714287,1088.4778363510393,202.91059887490212
SAN CRISTOBAL,PH,21,48.0,430.0,177.8095238095238,128.63000429345848,62500.0,380000.0,183690.47619047618,85361.0645310172,662.7906976744187,2000.0,1292.628269111094,440.3300952621684
SAN CRISTOBAL,apartment,165,22.0,360.0,60.0,40.12616466732263,6737.5,988000.0,143460.0575757576,179320.3866958079,168.4375,25196.842105263157,2937.632483582033,4681.407175055955
SAN CRISTOBAL,house,8,229.0,1200.0,457.75,307.77376025255955,264000.0,1500000.0,534250.0,382808.2907931854,833.3333333333334,2384.6153846153848,1234.4310334301522,469.711636716905
SAN CRISTOBAL,store,15,31.0,1500.0,275.6,356.5489774677995,11831.3,1600000.0,310055.42,366121.43045616656,107.55727272727272,3000.0,1484.2327632054519,808.8886582124082
ABASTO,PH,10,50.0,200.0,116.1,47.7900617283552,67500.0,254900.0,166010.0,56707.80281407489,914.8936170212766,2400.0,1555.1902774530433,526.6377753491975
ABASTO,apartment,41,24.0,219.0,64.85365853658537,38.37400096458205,38000.0,440000.0,133624.9756097561,73693.73854875384,1000.0,2857.1428571428573,2118.547611931807,443.861879085999
ABASTO,house,2,260.0,400.0,330.0,70.0,420000.0,490000.0,455000.0,35000.0,1225.0,1615.3846153846155,1420.1923076923076,195.19230769230774
ABASTO,store,6,44.0,620.0,215.5,188.75358716238128,125000.0,1160000.0,420833.3333333333,345306.82813340885,1428.5714285714287,2840.909090909091,2110.341975178196,500.4192754037286
VERSALLES,PH,3,71.0,150.0,113.66666666666667,32.561053764001905,120000.0,170000.0,153000.0,23338.094752285728,1133.3333333333333,1690.1408450704225,1410.602503912363,227.3213776910709
VERSALLES,apartment,9,36.0,182.0,82.88888888888889,45.84380351789819,68000.0,295000.0,146888.88888888888,70675.2265954697,1566.6666666666667,2500.0,1838.474552529717,293.26052519676637
VERSALLES,house,14,68.0,625.0,239.28571428571428,148.42190277883446,115000.0,550000.0,299000.0,130096.11831257687,720.0,1987.179487179487,1380.2692650164045,313.9262656701444
VILLA DEL PARQUE,PH,29,39.0,254.0,118.58620689655173,60.802403106648676,79900.0,330000.0,182748.27586206896,68871.4475681381,1000.0,3205.128205128205,1680.5391157178778,459.1921181237632
VILLA DEL PARQUE,apartment,151,27.0,561.0,67.9271523178808,51.657827258376535,10901.7,655000.0,138348.54105960263,76915.26266692729,272.5425,4237.28813559322,2120.2900230274586,447.48600736579476
VILLA DEL PARQUE,house,27,78.0,552.0,283.2962962962963,132.62138110811287,164000.0,590000.0,355888.8888888889,107101.31352147224,632.2463768115942,2543.103448275862,1421.4208451652657,452.2754193461876
VILLA DEL PARQUE,store,8,38.0,561.0,272.5,180.01944339431782,3371.9,630000.0,303421.4875,214883.85732062004,13.706910569105691,3289.4736842105262,1524.6123559538764,998.1273287255664
MONTE CASTRO,PH,12,61.0,165.0,99.16666666666667,35.57113374009262,105000.0,235000.0,148991.66666666666,42337.24637426902,1065.3846153846155,2335.714285714286,1580.9772462906649,387.6975777621151
MONTE CASTRO,apartment,28,34.0,289.0,70.57142857142857,52.58491674793976,60000.0,245000.0,126542.85714285714,47445.31761159689,847.7508650519031,3555.5555555555557,2044.8711938740284,529.1815697040886
MONTE CASTRO,house,4,78.0,200.0,157.0,46.87216658103186,218000.0,260000.0,237000.0,18357.559750685818,1090.0,2820.5128205128203,1707.203368526898,662.0671975597737
MONTE CASTRO,store,1,755.0,755.0,755.0,0.0,770000.0,770000.0,770000.0,0.0,1019.8675496688742,1019.8675496688742,1019.8675496688742,0.0
RETIRO,apartment,129,22.0,500.0,127.93798449612403,93.5862369741219,16056.8,2200000.0,386972.95968992246,379021.0748812031,169.01894736842104,6646.525679758308,2818.150501480864,931.7830541321658
RETIRO,house,1,380.0,380.0,380.0,0.0,980000.0,980000.0,980000.0,0.0,2578.9473684210525,2578.9473684210525,2578.9473684210525,0.0
RETIRO,store,11,13.0,700.0,218.72727272727272,189.5708507076352,43500.0,1700000.0,485863.63636363635,582107.0696150905,568.8622754491018,5704.697986577181,2386.442594383971,1517.1768634237374
CAPITAL FEDERAL,PH,16,48.0,375.0,168.4375,100.4850540814404,85000.0,350000.0,184618.75,74338.19861576887,450.2369668246445,2284.285714285714,1306.7487739211174,505.67831497815865
CAPITAL FEDERAL,apartment,153,20.0,500.0,67.77124183006536,53.74029740450386,8865.0,2300000.0,148441.95947712418,197851.9725926958,211.07142857142858,4600.0,2135.477669808169,692.2363258266951
CAPITAL FEDERAL,house,66,103.0,2699.0,778.969696969697,672.5259253693106,95000.0,2200000.0,586665.1515151515,427547.658336728,350.14005602240894,2215.568862275449,1021.5066083950949,479.39582670890826
CAPITAL FEDERAL,store,25,16.0,4800.0,322.04,925.6479019584067,30000.0,6500000.0,553480.0,1243457.7956649754,521.091811414392,6857.142857142857,2996.308341657215,1775.2908285039139
